Ano,Código da IES,Nome da IES,Sigla da IES,Organização Acadêmica,Categoria Administrativa,Código do Curso,Código da Área,Área de Enquadramento,Modalidade de Ensino,Código do Município,Município do Curso,Sigla da UF,Concluintes Inscritos,Concluintes Participantes,Nota Bruta - FG,Nota Bruta - CE,Nota Contínua do Enade,Concluintes Participantes com nota no Enem,Percentual de Concluintes participantes com nota no Enem,Nota Bruta - IDD,Nota Padronizada - IDD,Nota Bruta - Organização Didático-Pedagógica,Nota Padronizada - Organização Didático-Pedagógica,Nota Bruta - Infraestrutura e Instalações Físicas,Nota Padronizada - Infraestrutura e Instalações Físicas,Nota Bruta - Oportunidades de Ampliação da Formação,Nota Padronizada - Oportunidades de Ampliação da Formação,Nr. de Docentes,Nota Bruta - Mestres,Nota Padronizada - Mestres,Nota Bruta - Doutores,Nota Padronizada - Doutores,Nota Bruta - Regime de Trabalho,Nota Padronizada - Regime de Trabalho,CPC Contínuo,CPC Faixa,Observação
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,18451,5,MEDICINA VETERINÁRIA,Educação Presencial,3547809,SANTO ANDRÉ,SP,52,44,40.8273,43.4250,1.5499,21,0.4773,-1.9837,1.1035,4.7038,1.8754,3.9083,1.0749,3.0053,0.6276,26,0.8462,2.6113,0.4231,1.7220,0.6923,2.7515,1.5668,2,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44929,5,MEDICINA VETERINÁRIA,Educação Presencial,3548708,SÃO BERNARDO DO CAMPO,SP,23,23,42.6043,48.7391,2.3521,8,0.3478,2.2534,4.2929,5.1797,3.0225,4.7279,2.6129,3.9027,1.9378,14,0.8571,2.7820,0.5000,2.1591,0.8571,3.9560,3.2079,4,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44934,6,ODONTOLOGIA,Educação Presencial,3550308,SÃO PAULO,SP,2,0,,,,,,,,,0.0000,,0.0000,,0.0000,29,0.8276,3.1527,0.4138,2.0690,0.5172,1.6536,,SC,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,18450,19,FARMÁCIA,Educação Presencial,3547809,SANTO ANDRÉ,SP,14,12,50.5417,51.3750,2.6337,10,0.8333,-1.4374,1.7886,5.0580,2.1491,4.5777,2.0496,3.7540,1.3036,27,0.7407,2.1717,0.4074,2.0370,0.7778,3.3069,2.1654,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44508,19,FARMÁCIA,Educação Presencial,3548708,SÃO BERNARDO DO CAMPO,SP,23,19,46.7263,48.5632,2.2205,10,0.5263,-0.5024,2.1951,5.2451,2.7153,4.8321,2.5774,4.2550,2.1282,14,0.7857,2.6623,0.4286,2.1429,1.0000,5.0000,2.4942,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44510,19,FARMÁCIA,Educação Presencial,3534401,OSASCO,SP,36,34,44.9353,47.2735,2.0295,18,0.5294,-1.1314,1.9216,5.0475,2.1176,4.4836,1.8545,3.7861,1.3564,21,0.8571,3.4416,0.4286,2.1429,0.8571,3.9116,2.2368,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44936,19,FARMÁCIA,Educação Presencial,3550308,SÃO PAULO,SP,13,10,48.4300,52.1400,2.6348,,,,2.6348,4.9117,1.7063,4.5417,1.9749,3.9307,1.5944,15,0.8667,3.5455,0.4000,2.0000,0.8667,3.9841,2.5804,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,5741,23,ENFERMAGEM,Educação Presencial,3547809,SANTO ANDRÉ,SP,40,36,45.2250,44.8667,2.7045,22,0.6111,0.5858,2.7793,5.6098,3.5357,5.2584,3.3937,4.8895,3.0963,74,0.5541,1.9791,0.4189,2.0946,0.7432,3.3108,2.7369,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44662,23,ENFERMAGEM,Educação Presencial,3548708,SÃO BERNARDO DO CAMPO,SP,109,101,41.8891,40.4020,2.1130,23,0.2277,-0.4780,2.2786,5.4006,2.7503,5.1708,3.2039,4.7554,2.8665,28,0.7500,3.3065,0.3571,1.7857,0.8571,4.0602,2.4786,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44664,23,ENFERMAGEM,Educação Presencial,3534401,OSASCO,SP,88,88,40.2011,40.3045,2.0459,26,0.2955,0.4136,2.6983,5.5621,3.3565,5.2353,3.3436,5.0523,3.3754,46,0.5652,2.0547,0.3478,1.7391,0.6522,2.7117,2.4752,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44967,23,ENFERMAGEM,Educação Presencial,3550308,SÃO PAULO,SP,2,0,,,,,,,,,0.0000,,0.0000,,0.0000,48,0.5833,2.1774,0.3542,1.7708,0.5833,2.2588,,SC,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,116159,23,ENFERMAGEM,Educação Presencial,3550308,SÃO PAULO,SP,17,12,41.0417,44.8333,2.5608,3,0.2500,5.2600,4.9795,5.3225,2.4572,4.6446,2.0641,4.5786,2.5633,48,0.5833,2.1774,0.3542,1.7708,0.5833,2.2588,3.2049,4,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,1122561,23,ENFERMAGEM,Educação Presencial,3550308,SÃO PAULO,SP,2,0,,,,,,,,,0.0000,,0.0000,,0.0000,6,0.8333,3.8710,0.5000,2.5000,1.0000,5.0000,,SC,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,5742,28,NUTRIÇÃO,Educação Presencial,3547809,SANTO ANDRÉ,SP,36,33,44.4515,44.5333,2.0588,21,0.6364,-0.8561,2.0579,5.1133,1.7275,4.9571,2.5480,4.5411,2.5071,29,0.7586,2.3851,0.4138,2.0690,0.7586,3.3621,2.1930,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44678,28,NUTRIÇÃO,Educação Presencial,3548708,SÃO BERNARDO DO CAMPO,SP,24,18,44.9056,47.5944,2.3306,11,0.6111,0.0782,2.4792,5.1019,1.6853,4.7494,2.0597,3.8772,1.3726,17,0.7647,2.4510,0.4118,2.0588,0.8235,3.8025,2.3754,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44907,28,NUTRIÇÃO,Educação Presencial,3534401,OSASCO,SP,25,25,30.5680,36.9680,0.9614,13,0.5200,-2.5136,1.3105,5.2226,2.1309,4.5582,1.6102,4.2975,2.0908,12,0.7500,2.2917,0.4167,2.0833,0.9167,4.4345,1.7605,2,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44971,28,NUTRIÇÃO,Educação Presencial,3550308,SÃO PAULO,SP,33,25,51.6200,52.9320,3.0021,17,0.6800,1.5704,3.1521,5.2344,2.1745,4.7186,1.9874,4.5348,2.4963,22,0.9091,4.0152,0.4091,2.0455,0.7727,3.4578,2.8958,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,5734,36,FISIOTERAPIA,Educação Presencial,3547809,SANTO ANDRÉ,SP,18,18,53.0444,38.0222,2.9174,14,0.7778,-0.1458,2.4210,5.6618,3.6291,5.1639,2.9097,4.9299,3.0745,45,0.6444,2.0370,0.3556,1.7778,0.8222,3.6901,2.6216,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44674,36,FISIOTERAPIA,Educação Presencial,3548708,SÃO BERNARDO DO CAMPO,SP,19,16,46.1813,42.0875,3.1202,9,0.5625,1.8482,3.3113,5.6793,3.7001,5.3167,3.2917,4.4003,2.1216,17,0.6471,2.0588,0.3529,1.7647,0.8824,4.1331,3.0072,4,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44904,36,FISIOTERAPIA,Educação Presencial,3534401,OSASCO,SP,34,34,40.4353,38.4971,2.5310,11,0.3235,-0.0180,2.4781,5.7184,3.8583,5.2304,3.0760,4.9172,3.0517,28,0.7143,2.6190,0.3571,1.7857,0.9643,4.7368,2.7125,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44969,36,FISIOTERAPIA,Educação Presencial,3550308,SÃO PAULO,SP,32,27,47.5407,36.9148,2.6060,4,0.1481,,2.6060,5.1073,1.3812,4.8585,2.1462,4.2543,1.8588,33,0.7273,2.7273,0.3636,1.8182,0.7879,3.4370,2.4257,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,44963,55,BIOMEDICINA,Educação Presencial,3550308,SÃO PAULO,SP,9,6,38.3000,34.2833,1.0749,4,0.6667,-2.1115,1.3519,5.1266,2.2978,4.7778,2.1570,3.3095,0.7197,30,0.6667,1.2500,0.4667,2.3333,0.8667,3.9444,1.7259,2,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,63586,55,BIOMEDICINA,Educação Presencial,3548708,SÃO BERNARDO DO CAMPO,SP,71,63,43.4905,36.9635,1.5563,33,0.5238,-0.0707,2.3708,4.8252,1.3651,4.4310,1.3503,3.6837,1.3150,12,0.6667,1.2500,0.4167,2.0833,1.0000,5.0000,2.1251,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,75431,92,TECNOLOGIA EM GESTÃO AMBIENTAL,Educação Presencial,3547809,SANTO ANDRÉ,SP,21,5,45.4000,42.9800,2.3300,4,0.8000,1.3205,2.9873,5.4818,3.4768,5.0167,2.9956,4.3800,2.7909,14,0.6429,2.3214,0.3571,1.7857,0.9286,4.5408,2.7744,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,89903,92,TECNOLOGIA EM GESTÃO AMBIENTAL,Educação Presencial,3548708,SÃO BERNARDO DO CAMPO,SP,2,0,,,,,,,,,0.0000,,0.0000,,0.0000,4,0.7500,3.1250,0.5000,2.5000,1.0000,5.0000,,SC,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,106536,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,3547809,SANTO ANDRÉ,SP,21,17,38.4118,45.6882,2.5212,4,0.2353,5.5186,5.0000,4.9748,2.0121,4.7705,2.4921,4.2115,1.9861,54,0.7037,2.7778,0.3704,1.8519,0.7407,3.4783,3.3264,4,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,344656,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,3548708,SÃO BERNARDO DO CAMPO,SP,104,60,43.3933,43.1933,2.4407,31,0.5167,0.2531,2.5853,5.2105,2.6991,4.7874,2.5264,4.0523,1.7178,31,0.6774,2.5806,0.3871,1.9355,0.9677,4.8107,2.6094,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,344658,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,3534401,OSASCO,SP,113,88,42.0648,44.3352,2.5166,39,0.4432,0.0529,2.4936,4.8974,1.7867,4.1223,1.1698,3.3637,0.5575,26,0.6154,2.1154,0.3846,1.9231,0.8077,3.8712,2.3200,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,344965,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,3550308,SÃO PAULO,SP,6,0,,,,,,,,,0.0000,,0.0000,,0.0000,18,0.7778,3.3333,0.3889,1.9444,0.9444,4.6739,,SC,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,355103,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,3550308,SÃO PAULO,SP,115,84,38.5345,40.4262,1.9250,32,0.3810,-0.5542,2.2151,5.3179,3.0122,4.6997,2.3476,4.1426,1.8701,25,0.6800,2.6000,0.4000,2.0000,0.8000,3.8261,2.3323,3,
2016,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP,UNIAN - SP,Universidade,Privada com fins lucrativos,416114,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,3550308,SÃO PAULO,SP,100,88,35.3227,37.1420,1.4178,21,0.2386,-1.2322,1.9042,5.0447,2.2159,4.1903,1.3086,3.7078,1.1374,18,0.7778,3.3333,0.3889,1.9444,0.9444,4.6739,2.1023,3,
2016,458,UNIVERSIDADE IBIRAPUERA,UNIB,Universidade,Privada sem fins lucrativos,18455,6,ODONTOLOGIA,Educação Presencial,3550308,SÃO PAULO,SP,62,60,40.8600,53.3733,1.7478,37,0.6167,0.0535,2.5277,5.8674,4.4702,5.7148,4.4373,5.5121,4.1010,36,0.9722,4.7024,0.6667,3.3333,0.8056,3.6521,3.0205,4,
2016,458,UNIVERSIDADE IBIRAPUERA,UNIB,Universidade,Privada sem fins lucrativos,73793,23,ENFERMAGEM,Educação Presencial,3550308,SÃO PAULO,SP,22,22,31.3818,33.2045,0.9874,13,0.5909,-3.2037,0.9956,5.7174,3.9394,5.4242,3.7529,5.0325,3.3414,22,0.7727,3.4604,0.5000,2.5000,0.8636,4.1029,2.0548,3,
2016,458,UNIVERSIDADE IBIRAPUERA,UNIB,Universidade,Privada sem fins lucrativos,18456,36,FISIOTERAPIA,Educação Presencial,3550308,SÃO PAULO,SP,19,17,44.8647,39.6588,2.8109,14,0.8235,1.1888,3.0168,5.5806,3.2996,5.2406,3.1016,5.0689,3.3246,21,0.8571,3.8095,0.6667,3.3333,0.8095,3.5965,3.1592,4,
2016,458,UNIVERSIDADE IBIRAPUERA,UNIB,Universidade,Privada sem fins lucrativos,73795,55,BIOMEDICINA,Educação Presencial,3550308,SÃO PAULO,SP,15,14,40.2714,33.4571,1.0529,14,1.0000,-1.6120,1.6013,4.8794,1.5330,4.5171,1.5506,3.7898,1.4838,15,0.9333,4.2500,0.6000,3.0000,0.8000,3.4167,2.0256,3,
2016,466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Universidade,Privada com fins lucrativos,21351,5,MEDICINA VETERINÁRIA,Educação Presencial,3550308,SÃO PAULO,SP,300,295,51.0847,50.1959,2.8799,174,0.5898,0.2726,2.8019,5.5409,3.8933,5.3580,3.7952,4.9650,3.4888,69,1.0000,5.0000,0.7826,3.7648,0.6232,2.2464,3.2338,4,
2016,466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Universidade,Privada com fins lucrativos,100956,12,MEDICINA,Educação Presencial,3550308,SÃO PAULO,SP,110,107,57.9766,65.6243,2.2262,91,0.8505,-0.2476,2.6558,5.0693,2.4977,4.8793,2.9965,4.2320,2.0174,70,0.8714,4.1317,0.7571,3.7583,0.7429,2.4119,2.8169,3,
2016,466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Universidade,Privada com fins lucrativos,55840,19,FARMÁCIA,Educação Presencial,3550308,SÃO PAULO,SP,45,41,55.3390,57.0488,3.3649,29,0.7073,0.3943,2.5849,5.6014,3.7939,5.4051,3.7660,5.2715,3.8011,40,1.0000,5.0000,0.9500,4.7500,0.6750,2.5238,3.4223,4,
2016,466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Universidade,Privada com fins lucrativos,21352,23,ENFERMAGEM,Educação Presencial,3550308,SÃO PAULO,SP,106,98,48.5163,46.0204,2.9388,60,0.6122,0.1606,2.5792,5.6604,3.7256,5.5955,4.1239,5.5095,4.1592,47,1.0000,5.0000,0.8298,4.1489,0.6383,2.6204,3.2739,4,
2016,466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Universidade,Privada com fins lucrativos,55844,28,NUTRIÇÃO,Educação Presencial,3550308,SÃO PAULO,SP,41,38,47.3737,58.0447,3.2891,22,0.5789,-0.3210,2.2992,5.9279,4.7340,5.9693,4.9278,5.9248,4.8715,42,1.0000,5.0000,0.8810,4.4048,0.6667,2.7381,3.4268,4,
2016,466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Universidade,Privada com fins lucrativos,19504,36,FISIOTERAPIA,Educação Presencial,3550308,SÃO PAULO,SP,43,43,57.2395,36.7837,2.9286,26,0.6047,-0.2516,2.3738,5.7875,4.1386,5.7259,4.3147,5.4095,3.9374,42,1.0000,5.0000,0.8333,4.1667,0.6905,2.7193,3.2451,4,
2016,466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Universidade,Privada com fins lucrativos,1162801,55,BIOMEDICINA,Educação Presencial,3550308,SÃO PAULO,SP,90,89,51.0348,41.9865,2.3813,60,0.6742,0.0061,2.4092,5.6122,3.8002,5.5991,4.0674,5.3073,3.8979,50,1.0000,5.0000,0.9000,4.5000,0.6400,2.1500,3.1166,4,
2016,466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Universidade,Privada com fins lucrativos,121145,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Educação Presencial,3550308,SÃO PAULO,SP,27,23,48.4304,37.8261,1.9160,12,0.5217,-2.7333,0.8402,5.7113,4.0624,5.5900,4.0510,5.5457,4.2041,26,0.8846,4.2657,0.5769,3.0907,0.7308,2.9808,2.2967,3,
2016,466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Universidade,Privada com fins lucrativos,121886,3501,EDUCAÇÃO FÍSICA (BACHARELADO),Educação Presencial,3550308,SÃO PAULO,SP,49,46,49.6196,53.5761,3.8828,22,0.4783,1.5532,3.1816,5.6480,3.9743,5.5109,4.0023,5.4402,4.0566,34,0.9706,4.7794,0.8529,4.2647,0.6176,2.7558,3.6946,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,9733,5,MEDICINA VETERINÁRIA,Educação Presencial,3301702,DUQUE DE CAXIAS,RJ,40,36,50.6667,52.7500,3.2165,29,0.8056,0.8701,3.2517,5.9810,4.9542,5.9803,4.9630,5.9624,4.9451,22,0.9545,4.2943,0.6364,2.9339,1.0000,5.0000,3.6619,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,9722,6,ODONTOLOGIA,Educação Presencial,3301702,DUQUE DE CAXIAS,RJ,88,87,45.7471,54.1333,2.0160,55,0.6322,-0.2628,2.1942,5.8580,4.4328,5.8598,4.7235,5.7070,4.4601,56,0.9643,4.6173,0.6071,3.0357,1.0000,5.0000,3.0280,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,75823,6,ODONTOLOGIA,Educação Presencial,3304557,RIO DE JANEIRO,RJ,52,48,51.3875,58.2333,2.6557,33,0.6875,0.1067,2.5839,5.6374,3.5516,5.5056,4.0247,5.0047,3.1659,46,0.9565,4.5342,0.6087,3.0435,1.0000,5.0000,3.1538,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,18605,12,MEDICINA,Educação Presencial,3301702,DUQUE DE CAXIAS,RJ,109,106,54.1208,64.3726,1.8267,95,0.8962,-0.3295,2.5665,4.7468,1.6306,4.3604,2.0689,3.6400,1.0185,94,0.9574,4.7126,0.6170,3.0352,1.0000,5.0000,2.6985,3,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,75821,12,MEDICINA,Educação Presencial,3304557,RIO DE JANEIRO,RJ,113,110,51.3145,63.1282,1.4875,85,0.7727,-1.1865,1.6322,5.3358,3.2143,5.3208,3.7858,5.0228,3.3514,83,0.9759,4.8373,0.6024,2.9598,1.0000,5.0000,2.5647,3,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,9724,19,FARMÁCIA,Educação Presencial,3301702,DUQUE DE CAXIAS,RJ,65,62,42.8710,50.8758,2.3132,38,0.6129,-0.4361,2.2239,5.7021,4.0986,5.7085,4.3952,5.4865,4.1548,20,0.9000,3.9091,0.6500,3.2500,1.0000,5.0000,3.0277,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,9723,23,ENFERMAGEM,Educação Presencial,3301702,DUQUE DE CAXIAS,RJ,198,185,41.3184,44.8232,2.5689,93,0.5027,0.0875,2.5448,5.6257,3.5953,5.4678,3.8473,5.2745,3.7562,75,0.9733,4.8194,0.6133,3.0667,1.0000,5.0000,3.1568,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,123184,23,ENFERMAGEM,Educação Presencial,3304557,RIO DE JANEIRO,RJ,31,28,46.7786,44.8571,2.7556,13,0.4643,0.3857,2.6851,5.5246,3.2160,5.4472,3.8026,5.4881,4.1224,35,0.9714,4.8065,0.6000,3.0000,1.0000,5.0000,3.2108,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,1123288,23,ENFERMAGEM,Educação Presencial,3303500,NOVA IGUAÇU,RJ,39,38,46.5079,46.6842,2.9428,25,0.6579,-0.0019,2.5027,5.1775,1.9130,5.0818,3.0111,4.5582,2.5284,25,0.9200,4.4581,0.6000,3.0000,1.0000,5.0000,2.9811,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,74138,28,NUTRIÇÃO,Educação Presencial,3301702,DUQUE DE CAXIAS,RJ,85,81,43.4914,51.0123,2.5700,52,0.6420,0.0912,2.4851,5.7327,4.0136,5.6710,4.2265,5.3787,3.9384,31,0.9355,4.3011,0.6452,3.2258,1.0000,5.0000,3.1760,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,18607,36,FISIOTERAPIA,Educação Presencial,3301702,DUQUE DE CAXIAS,RJ,30,29,44.5103,37.4241,2.5561,20,0.6897,0.1008,2.5311,5.8231,4.2828,5.7759,4.4397,5.7094,4.4770,24,0.9167,4.3056,0.6667,3.3333,1.0000,5.0000,3.2501,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,70802,38,SERVIÇO SOCIAL,Educação Presencial,3301702,DUQUE DE CAXIAS,RJ,84,79,41.5127,56.5949,2.9573,42,0.5316,0.3409,2.8032,5.9917,4.9664,5.9937,4.9889,5.9656,4.9477,27,0.9630,4.7354,0.6296,3.1481,1.0000,5.0000,3.5206,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,1108061,38,SERVIÇO SOCIAL,Educação Presencial,3302502,MAGÉ,RJ,33,33,40.6182,56.5879,2.9255,16,0.4848,0.3892,2.8257,5.9934,4.9732,5.9924,4.9867,5.9697,4.9539,11,1.0000,5.0000,0.6364,3.1818,1.0000,5.0000,3.5475,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,1123291,38,SERVIÇO SOCIAL,Educação Presencial,3303500,NOVA IGUAÇU,RJ,32,32,35.3375,54.1625,2.5598,15,0.4688,0.7293,2.9844,5.9783,4.9116,5.9193,4.8584,5.8973,4.8438,17,0.9412,4.5798,0.6471,3.2353,1.0000,5.0000,3.4927,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,75956,69,TECNOLOGIA EM RADIOLOGIA,Educação Presencial,3301702,DUQUE DE CAXIAS,RJ,30,22,44.2909,36.9318,1.6121,13,0.5909,-1.0813,2.0965,5.9583,4.8495,5.9583,4.9130,5.9083,4.8470,26,0.9231,4.3269,0.6154,3.0769,1.0000,5.0000,2.9478,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,1123299,69,TECNOLOGIA EM RADIOLOGIA,Educação Presencial,3303500,NOVA IGUAÇU,RJ,17,14,33.3571,38.1714,1.4298,8,0.5714,-1.8759,1.8732,4.8656,0.9035,5.1353,3.1950,4.7245,2.8709,20,0.9000,4.1250,0.6000,3.0000,1.0000,5.0000,2.3753,3,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,75949,92,TECNOLOGIA EM GESTÃO AMBIENTAL,Educação Presencial,3301702,DUQUE DE CAXIAS,RJ,14,8,34.1250,34.4500,0.8145,4,0.5000,2.6921,3.4846,5.3239,3.0126,5.0902,3.1454,4.5357,3.0032,8,1.0000,5.0000,0.6250,3.1250,1.0000,5.0000,3.0596,4,
2016,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada sem fins lucrativos,100330,95,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Educação Presencial,3301702,DUQUE DE CAXIAS,RJ,58,39,33.0128,49.5000,2.5429,21,0.5385,0.5592,2.8580,5.9911,4.9710,5.9893,4.9753,5.9780,4.9615,15,0.9333,4.5758,0.6000,3.2143,1.0000,5.0000,3.4549,4,
