Ano,Código da Área,Área de Enquadramento,Código da IES,Nome da IES,Sigla da IES,Categoria Administrativa,Organização Acadêmica,Código do Município,Município do Curso,UF do curso,Região do curso,Número de cursos da unidade,Concluintes Inscritos,Concluintes Participantes,Nota Bruta - FG,Nota Bruta - CE,Nota Bruta - Geral,Nota Contínua do Enade,Nota Bruta - Organização Didático-Pedagógica,Nota Padronizada - Organização Didático-Pedagógica,Nota Bruta - Infraestrutura e Instalações Físicas,Nota Padronizada - Infraestrutura e Instalações Físicas,Nota Bruta - Oportunidades de Ampliação da Formação,Nota Padronizada - Oportunidades de Ampliação da Formação,Concluintes Participantes com nota no Enem,Percentual de Concluintes participantes com nota no Enem,Nota Bruta - IDD,Nota Padronizada - IDD,Nr. de Docentes,Nr. de Matrículas,Nota Bruta - Mestres,Nota Padronizada - Mestres,Nota Bruta - Doutores,Nota Padronizada - Doutores,Nota Bruta - Regime de Trabalho,Nota Padronizada - Regime de Trabalho,CPC Contínuo,CPC Faixa,Observação
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1381,FACULDADE MARTHA FALCÃO,FMF,Privada com fins lucrativos,Faculdade ,1302603,MANAUS,AM,Norte,1,29,29,52.4759,48.8931,49.7897,2.4844,6.0000,5.0000,5.9971,5.0000,6.0000,5.0000,17,58.6%,0.9021,2.5526,13,83,0.5385,1.0440,0.0769,0.6410,0.4615,2.1154,2.4734,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1419,CENTRO UNIVERSITÁRIO CURITIBA,UNICURITIBA,Privada com fins lucrativos,Centro Universitário,4106902,CURITIBA,PR,Sul,1,24,24,45.2167,46.9833,46.5542,1.8005,5.4813,3.4205,5.4533,3.6995,4.5652,2.5863,17,70.8%,-1.5851,1.7590,14,46,0.6429,1.9388,0.0714,0.5952,0.5714,2.7041,1.9194,2,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,Privada com fins lucrativos,Centro Universitário,1302603,MANAUS,AM,Norte,1,64,40,46.8525,42.5650,43.6475,1.2580,5.4586,3.3514,5.4817,3.7675,5.0873,3.4647,15,37.5%,-0.0214,2.2579,18,98,0.8333,3.5714,0.4444,3.7037,0.6667,3.2143,,,Unidade sem curso(s) reconhecido(s) até 31/12/2014
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1491,CENTRO UNIVERSITÁRIO INTERNACIONAL,UNINTER,Privada com fins lucrativos,Centro Universitário,4106902,CURITIBA,PR,Sul,2,766,642,50.8903,45.4232,46.8028,1.8965,5.2992,2.8659,5.4022,3.5775,4.2862,2.1169,186,29.0%,-0.0907,2.2358,40,"9,901",0.9500,4.5714,0.3500,2.9167,0.7750,3.7946,2.6735,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1502,FACULDADE PITÁGORAS DE JUNDIAÍ,PIT JUNDIAÍ,Privada com fins lucrativos,Faculdade ,3525904,JUNDIAI,SP,Sudeste,1,37,24,50.9667,45.6083,46.9625,1.9274,5.0684,2.1631,4.8058,2.1512,4.0161,1.6626,6,25.0%,2.4933,3.0603,20,317,0.8000,3.2857,0.4500,3.7500,1.0000,5.0000,2.9519,4,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1578,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE",IFSul,Pessoa Jurídica de Direito Público - Federal,"Instituto Federal de Educação, Ciência e Tecnologia",4320008,SAPUCAIA DO SUL,RS,Sul,1,19,13,64.2077,54.9462,57.2846,4.0159,4.8868,1.6102,4.8982,2.3723,4.0910,1.7887,1,7.7%,,4.0159,24,32,0.8333,3.5714,0.2917,2.4306,1.0000,5.0000,3.5003,4,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1586,UNIVERSIDADE DO VALE DO SAPUCAÍ,UNIVÁS,Privada sem fins lucrativos,Universidade,3152501,POUSO ALEGRE,MG,Sudeste,1,35,33,53.3667,50.1667,50.9848,2.7177,4.7289,1.1293,4.4963,1.4112,3.9349,1.5260,10,30.3%,2.3280,3.0075,28,119,0.8214,3.4694,0.2143,1.7857,0.8214,4.0434,2.6209,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1612,FACULDADE SUL BRASIL,FASUL,Privada com fins lucrativos,Faculdade ,4127700,TOLEDO,PR,Sul,1,34,32,55.4313,50.4406,51.7063,2.8735,5.0605,2.1390,4.8223,2.1907,4.4085,2.3227,18,56.3%,2.5695,3.0846,14,51,1.0000,5.0000,0.2857,2.3810,1.0000,5.0000,3.0895,4,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,UNESJ,Privada sem fins lucrativos,Faculdade ,2607901,JABOATAO DO GUARARAPES,PE,Nordeste,1,30,30,43.4933,42.6667,42.8900,1.0831,5.3653,3.0673,5.0108,2.6415,4.4825,2.4473,8,26.7%,-7.0984,0.0000,18,55,0.6111,1.6667,0.0556,0.4630,0.1111,0.2381,,,Unidade sem curso(s) reconhecido(s) até 31/12/2014
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1700,FACULDADE PROMOVE DE SETE LAGOAS,FSLMG,Privada sem fins lucrativos,Faculdade ,3167202,SETE LAGOAS,MG,Sudeste,1,35,35,54.6543,49.6657,50.9257,2.7183,5.7056,4.1035,5.6381,4.1415,5.6313,4.3797,17,48.6%,0.3146,2.3652,20,201,0.5000,0.7143,0.1500,1.2500,0.3500,1.5179,2.3507,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1759,FACULDADE PADRE JOÃO BAGOZZI,FACULDADE BAGOZZI,Privada sem fins lucrativos,Faculdade ,4106902,CURITIBA,PR,Sul,1,17,15,47.8533,44.1333,45.0867,1.5398,4.8702,1.5595,4.6098,1.6827,3.8750,1.4252,2,13.3%,,1.5398,17,69,0.5882,1.4706,0.2941,2.4510,0.5294,2.4790,,,Unidade sem curso(s) reconhecido(s) até 31/12/2014
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1776,Faculdade Anhanguera de Tecnologia de Junduaí,FATJ,Privada com fins lucrativos,Faculdade ,3525904,JUNDIAI,SP,Sudeste,1,25,22,51.1773,46.9364,48.0091,2.1300,5.1327,2.3590,5.0176,2.6576,4.3390,2.2058,10,45.5%,-0.9403,1.9648,15,164,0.8000,3.2857,0.4000,3.3333,1.0000,5.0000,2.6001,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1784,Faculdade Anhanguera de São Caetano,Fasc,Privada com fins lucrativos,Faculdade ,3548807,SAO CAETANO DO SUL,SP,Sudeste,1,49,34,54.0294,42.9441,45.7324,1.7174,5.2415,2.6902,4.9736,2.5525,4.5564,2.5716,9,26.5%,0.3673,2.3820,26,167,0.7308,2.6923,0.4231,3.5256,1.0000,5.0000,2.6766,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1805,FACULDADE DOS GUARARAPES,FG,Privada com fins lucrativos,Faculdade ,2607901,JABOATAO DO GUARARAPES,PE,Nordeste,1,64,56,52.6696,45.2304,47.1018,1.9691,5.1347,2.3650,4.8323,2.2146,4.1502,1.8881,23,41.1%,-0.0093,2.2618,20,387,0.6000,1.5714,0.3500,2.9167,0.5000,2.3214,2.2502,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,Pessoa Jurídica de Direito Público - Federal,"Instituto Federal de Educação, Ciência e Tecnologia",3545209,SALTO,SP,Sudeste,1,20,18,64.5667,60.4333,61.4722,4.8245,4.8214,1.4109,3.9061,0.0000,4.1587,1.9025,15,83.3%,1.3835,2.7062,1,91,1.0000,5.0000,0.0000,0.0000,1.0000,5.0000,,,Unidade sem curso(s) reconhecido(s) até 31/12/2014
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,Pessoa Jurídica de Direito Público - Federal,"Instituto Federal de Educação, Ciência e Tecnologia",3550308,SAO PAULO,SP,Sudeste,1,41,33,64.7424,50.9152,54.3848,3.4669,4.5243,0.5063,3.3170,0.0000,3.2730,0.4125,23,69.7%,-1.8674,1.6690,35,91,0.8000,3.2857,0.2286,1.9048,1.0000,5.0000,2.2330,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,1892,FACULDADE ENIAC,ENIAC,Privada com fins lucrativos,Faculdade ,3518800,GUARULHOS,SP,Sudeste,1,59,39,51.8359,41.5564,44.1333,1.3942,5.6527,3.9425,5.6593,4.1921,5.0131,3.3398,8,20.5%,3.2056,3.2875,29,252,0.9655,4.7044,0.5862,4.8851,0.8966,4.4458,3.4373,4,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,2270,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA,FAEX,Privada sem fins lucrativos,Faculdade ,3125101,EXTREMA,MG,Sudeste,1,28,26,42.5846,35.4846,37.2731,0.0000,5.3050,2.8835,5.0175,2.6575,4.4413,2.3779,13,50.0%,-5.3607,0.5544,13,88,0.7692,3.0220,0.0000,0.0000,0.9231,4.5879,1.1734,2,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,2348,INSTITUIÇÃO DE ENSINO SÃO FRANCISCO,IESF,Privada com fins lucrativos,Faculdade ,3530706,MOGI-GUACU,SP,Sudeste,1,18,16,51.5938,46.0813,47.4875,2.0307,4.7920,1.3214,4.1915,0.6823,3.6719,1.0835,4,25.0%,-4.5222,0.8219,26,71,0.4615,0.3846,0.0769,0.6410,0.2692,1.0852,1.0605,2,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,3163,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,Pessoa Jurídica de Direito Público - Federal,"Instituto Federal de Educação, Ciência e Tecnologia",3303203,NILOPOLIS,RJ,Sudeste,1,83,43,58.2930,53.1233,54.4326,3.4203,4.9852,1.9097,4.5322,1.4971,3.6931,1.1193,28,65.1%,-1.4261,1.8098,26,185,0.7308,2.6923,0.1538,1.2821,1.0000,5.0000,2.3328,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,3962,FACULDADE DE TECNOLOGIA SENAI CIMATEC,SENAI CIMATEC,Privada sem fins lucrativos,Faculdade ,2927408,SALVADOR,BA,Nordeste,1,8,7,49.2286,46.4286,47.1429,1.9472,5.0759,2.1859,5.2452,3.2021,4.4082,2.3221,4,57.1%,4.7857,3.7917,16,13,0.6875,2.3214,0.0625,0.5208,0.8125,3.9955,2.6505,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,4020,FACULDADE DE TECNOLOGIA DE BOTUCATU,FATEC BT,Pessoa Jurídica de Direito Público - Estadual,Faculdade ,3507506,BOTUCATU,SP,Sudeste,1,62,35,56.5743,61.5857,60.3457,4.5392,5.0003,1.9558,4.7583,2.0377,4.0577,1.7326,13,37.1%,1.5070,2.7456,29,198,0.7931,3.2266,0.3448,2.8736,0.7586,3.7069,,,Unidade sem curso(s) reconhecido(s) até 31/12/2014
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,4148,FACULDADE DE TECNOLOGIA SENAI SÃO JOSÉ,SENAISC,Privada sem fins lucrativos,Faculdade ,4216602,SAO JOSE,SC,Sul,1,2,0,,,,,5.5606,3.6620,5.1856,3.0595,3.9286,1.5154,0,,,,9,22,0.5556,1.1905,0.1111,0.9259,0.2222,0.8333,,SC,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,4150,FACULDADE DE TECNOLOGIA DE PIRACICABA,FATEP,Privada com fins lucrativos,Faculdade ,3538709,PIRACICABA,SP,Sudeste,1,46,37,45.1541,39.4541,40.8973,0.7152,4.9435,1.7829,4.6953,1.8871,3.7288,1.1794,5,13.5%,,0.7152,19,178,0.5789,1.3910,0.2105,1.7544,0.9474,4.7180,1.3723,2,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,4495,FACULDADE ANHANGUERA JARAGUÁ DO SUL,FATEJA,Privada com fins lucrativos,Faculdade ,4208906,JARAGUA DO SUL,SC,Sul,1,16,15,50.4000,45.7133,46.9067,1.9105,5.1527,2.4198,5.3727,3.5069,5.1156,3.5121,3,20.0%,3.5865,3.4091,16,79,0.7500,2.8571,0.5625,4.6875,1.0000,5.0000,3.3123,4,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,4610,FACULDADE DE TECNOLOGIA ASSESSORITEC,,Privada sem fins lucrativos,Faculdade ,4209102,JOINVILLE,SC,Sul,1,63,54,46.8352,41.9370,43.1704,1.1668,5.3470,3.0116,5.0913,2.8340,4.5229,2.5151,4,7.4%,,1.1668,15,45,0.1333,0.0000,0.0000,0.0000,0.0667,0.0000,1.0722,2,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,4766,FACULDADE UNA DE CONTAGEM,FUNAC,Privada com fins lucrativos,Faculdade ,3118601,CONTAGEM,MG,Sudeste,1,15,15,55.2000,55.9467,55.7800,3.6515,5.0210,2.0187,4.9944,2.6024,4.0208,1.6705,8,53.3%,0.9181,2.5577,15,130,0.9333,4.4286,0.6000,5.0000,0.8667,4.2857,3.3524,4,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,4962,CENTRO UNIVERSITÁRIO DE SETE LAGOAS,UNIFEMM,Privada sem fins lucrativos,Centro Universitário,3167202,SETE LAGOAS,MG,Sudeste,1,45,9,46.4222,44.9333,45.3222,1.5740,4.4191,0.1860,4.3009,0.9440,3.0857,0.0975,6,66.7%,-2.0454,1.6122,9,30,0.8889,4.0476,0.2222,1.8519,0.7778,3.8095,1.8097,2,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,5403,FACULDADES OPET,,Privada com fins lucrativos,Faculdade ,4106902,CURITIBA,PR,Sul,1,35,32,50.7094,49.3000,49.6594,2.4432,4.7168,1.0923,4.4092,1.2029,3.2147,0.3145,9,28.1%,0.9124,2.5559,14,109,1.0000,5.0000,0.5000,4.1667,0.9286,4.6173,2.8794,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,5668,FACULDADE ANHANGUERA DE JOINVILLE,,Privada com fins lucrativos,Faculdade ,4209102,JOINVILLE,SC,Sul,1,25,22,53.0091,50.4955,51.1364,2.7447,5.5756,3.7076,5.5862,4.0175,5.4658,4.1014,3,13.6%,,2.7447,20,104,0.8000,3.2857,0.5500,4.5833,1.0000,5.0000,3.4000,4,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,5669,FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DOS CAMPOS,ETEP,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,Faculdade ,3549904,SAO JOSE DOS CAMPOS,SP,Sudeste,1,52,49,51.5653,46.0000,47.4000,2.0174,5.0086,1.9810,4.5685,1.5839,3.8372,1.3616,13,26.5%,-1.5674,1.7647,31,195,0.7742,3.0645,0.3226,2.6882,0.4516,2.0622,2.0707,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,11428,FACULDADE DE TECNOLOGIA ALTO MÉDIO SÃO FRANCISCO,FAC FUNAM,Privada sem fins lucrativos,Faculdade ,3151206,PIRAPORA,MG,Sudeste,1,15,15,56.5800,47.8800,50.0600,2.5704,5.5839,3.7330,5.2222,3.1470,4.5581,2.5744,8,53.3%,1.3812,2.7055,8,14,0.5000,0.7143,0.1250,1.0417,0.6250,2.9911,2.3968,3,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,14090,FACULDADE BETIM,FABE,Privada sem fins lucrativos,Faculdade ,3106705,BETIM,MG,Sudeste,1,64,60,51.4617,45.9533,47.3417,2.0048,5.2939,2.8499,5.1002,2.8553,4.8501,3.0657,26,43.3%,-0.8700,1.9872,21,128,0.6190,1.7347,0.0000,0.0000,0.7143,3.4694,1.9200,2,
2014,76,TECNOLOGIA EM GESTÃO DA PRODUÇÃO INDUSTRIAL,15708,Faculdade de Tecnologia Dr. Thomaz Novelino,FATEC Franca,Pessoa Jurídica de Direito Público - Estadual,Faculdade ,3516200,FRANCA,SP,Sudeste,1,31,28,63.8714,50.9143,54.1750,3.4177,5.9888,4.9658,5.9179,4.8105,5.9594,4.9318,10,35.7%,1.9697,2.8932,26,322,0.8846,4.0110,0.2692,2.2436,1.0000,5.0000,,,Unidade sem curso(s) reconhecido(s) até 31/12/2014
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Privada sem fins lucrativos,Universidade,3509502,CAMPINAS,SP,Sudeste,1,10,4,51.0750,33.3250,37.7750,1.6953,5.4577,3.7745,5.2799,3.8634,3.7202,2.2674,0,0.0%,,1.6953,11,22,0.9091,4.4886,0.1818,1.2121,0.2727,1.3636,2.0861,3,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,47,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Pessoa Jurídica de Direito Público - Estadual,Universidade,5206404,CRIXAS,GO,Centro-Oeste,1,22,19,45.7263,31.4947,35.0632,1.3282,4.9646,2.6601,4.2454,2.2304,4.0031,2.6065,13,68.4%,-0.6246,2.3260,8,92,0.0000,0.0000,0.0000,0.0000,1.0000,5.0000,,,Unidade sem curso(s) reconhecido(s) até 31/12/2014
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,47,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Pessoa Jurídica de Direito Público - Estadual,Universidade,5217401,PIRES DO RIO,GO,Centro-Oeste,1,22,21,52.1333,27.5619,33.7238,1.1180,4.4183,1.4255,4.1554,2.0883,4.2464,2.8980,9,42.9%,-2.6819,1.7222,6,84,0.0000,0.0000,0.0000,0.0000,1.0000,5.0000,,,Unidade sem curso(s) reconhecido(s) até 31/12/2014
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,47,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Pessoa Jurídica de Direito Público - Estadual,Universidade,5221403,TRINDADE,GO,Centro-Oeste,1,28,21,48.1905,30.5429,34.9667,1.3069,4.7768,2.2356,4.1024,2.0047,3.9476,2.5400,14,66.7%,-1.9588,1.9345,8,120,0.2500,0.7813,0.0000,0.0000,1.0000,5.0000,,,Unidade sem curso(s) reconhecido(s) até 31/12/2014
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,126,INSTITUTO NACIONAL DE TELECOMUNICAÇÕES,INATEL,Privada sem fins lucrativos,Faculdade ,3159605,SANTA RITA DO SAPUCAI,MG,Sudeste,1,2,2,67.1000,50.6000,54.7500,4.0465,5.5652,4.0174,5.9167,4.8685,5.8571,4.8288,0,0.0%,,4.0465,19,8,0.6842,3.2237,0.1579,1.0526,0.8947,4.4737,3.6262,4,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,CBM,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação,Centro Universitário,3543402,RIBEIRAO PRETO,SP,Sudeste,1,1,1,,,,,4.7619,2.2020,3.5833,1.1854,2.8571,1.2329,0,0.0%,,,1,1,1.0000,5.0000,1.0000,5.0000,1.0000,5.0000,,SC,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,159,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU,FAFICA,Privada sem fins lucrativos,Faculdade ,2604106,CARUARU,PE,Nordeste,1,24,21,57.6143,39.5952,44.1190,2.5721,4.5975,1.8305,3.9580,1.7767,3.1459,1.5790,10,47.6%,1.6523,2.9943,6,107,0.5000,2.1875,0.1667,1.1111,0.0000,0.0000,2.1588,3,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,163,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,Universidade,3303302,NITEROI,RJ,Sudeste,1,29,22,62.9727,44.5000,49.1227,3.2658,4.2994,1.1568,3.9704,1.7963,3.5402,2.0516,5,22.7%,2.2341,3.1651,12,61,0.8333,4.0625,0.5833,3.8889,0.9167,4.5833,3.2206,4,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,163,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,Universidade,3304557,RIO DE JANEIRO,RJ,Sudeste,5,80,55,56.0782,45.4055,48.0855,3.1390,4.4886,1.5843,4.1922,2.1464,3.6112,2.1367,11,20.0%,0.7073,2.7170,69,517,0.7246,3.4511,0.3333,2.2222,0.8841,4.4203,2.7820,3,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,167,UNIVERSIDADE METODISTA DE SÃO PAULO,UMESP,Privada sem fins lucrativos,Universidade,3548708,SAO BERNARDO DO CAMPO,SP,Sudeste,1,12,0,,,,,,0.0000,,0.0000,,0.0000,0,,,,4,20,1.0000,5.0000,0.2500,1.6667,1.0000,5.0000,,SC,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,176,UNIVERSIDADE CASTELO BRANCO,UCB,Privada sem fins lucrativos,Universidade,3304557,RIO DE JANEIRO,RJ,Sudeste,1,46,34,50.6147,35.2088,39.0676,1.8804,5.0678,2.8934,4.8348,3.1608,3.8025,2.3660,19,55.9%,-1.0986,2.1870,36,144,0.6111,2.8125,0.1944,1.2963,0.3611,1.8056,2.1165,3,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,221,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial,Universidade,3550308,SAO PAULO,SP,Sudeste,3,46,36,55.0972,41.0111,44.5444,2.6410,4.8907,2.4931,4.9097,3.2790,4.2433,2.8944,16,44.4%,1.0326,2.8124,22,148,0.9545,4.7443,0.6364,4.2424,0.9091,4.5455,3.2689,4,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,227,UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Privada sem fins lucrativos,Universidade,3548500,SANTOS,SP,Sudeste,1,17,10,39.7900,26.9000,30.1400,0.6487,4.6663,1.9860,4.4486,2.5512,3.6964,2.2389,3,30.0%,-8.5500,0.0000,14,35,1.0000,5.0000,0.5000,3.3333,1.0000,5.0000,1.7122,2,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,244,CENTRO UNIVERSITÁRIO FIEO,UNIFIEO,Privada sem fins lucrativos,Centro Universitário,3534401,OSASCO,SP,Sudeste,1,74,46,43.4957,31.8348,34.7630,1.2922,4.7042,2.0715,4.5468,2.7062,3.8780,2.4565,18,39.1%,-1.8287,1.9727,24,117,0.8333,4.0625,0.1667,1.1111,0.3750,1.8750,1.9129,2,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,266,UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,Privada sem fins lucrativos,Universidade,3538709,PIRACICABA,SP,Sudeste,1,20,15,42.8200,40.2533,40.9067,2.1636,5.8568,4.6764,5.9250,4.8816,5.8286,4.7945,3,20.0%,1.6805,3.0026,14,71,0.8571,4.1964,0.4286,2.8571,0.5000,2.5000,3.1291,4,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,267,FACULDADES INTEGRADAS ESPÍRITO SANTENSES,FAESA I,Privada sem fins lucrativos,Faculdade ,3205309,VITORIA,ES,Sudeste,1,32,23,53.4565,42.2391,45.0522,2.7182,4.6246,1.8918,4.9288,3.3091,4.1026,2.7258,9,39.1%,0.4782,2.6497,11,143,0.5455,2.4432,0.0909,0.6061,0.9091,4.5455,2.4616,3,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,271,UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Privada sem fins lucrativos,Universidade,3541406,PRESIDENTE PRUDENTE,SP,Sudeste,1,6,3,58.6000,48.1333,50.8000,3.5100,6.0000,5.0000,6.0000,5.0000,6.0000,5.0000,2,66.7%,8.4861,5.0000,46,64,0.8913,4.3886,0.6087,4.0580,0.9565,4.7826,4.4985,5,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,294,FACULDADE TRÊS DE MAIO,SETREM,Privada sem fins lucrativos,Faculdade ,4321808,TRES DE MAIO,RS,Sul,1,14,13,56.9154,38.9692,43.4615,2.4831,5.2244,3.2472,4.8293,3.1520,4.4341,3.1230,5,38.5%,0.5684,2.6762,19,43,0.7895,3.8158,0.0000,0.0000,0.4211,2.1053,2.3566,3,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Privada sem fins lucrativos,Universidade,3550308,SAO PAULO,SP,Sudeste,5,124,118,51.8195,37.5737,41.1517,2.1703,5.4737,3.8106,5.4250,4.0924,5.2747,4.1307,26,22.0%,0.2545,2.5841,82,"1,922",0.8293,4.0396,0.5122,3.4146,0.9268,4.6341,3.0949,4,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,1302603,MANAUS,AM,Norte,1,6,6,57.0667,36.8500,41.9167,2.2631,5.2183,3.2333,5.5694,4.3204,4.5976,3.3191,0,0.0%,,2.2631,21,41,0.7143,3.3929,0.2857,1.9048,0.7619,3.8095,2.6121,3,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3509502,CAMPINAS,SP,Sudeste,1,8,8,60.6125,40.6750,45.6500,2.7836,4.5553,1.7351,3.6146,1.2347,3.7327,2.2824,2,25.0%,0.5662,2.6755,16,111,0.6875,3.2422,0.5000,3.3333,0.9375,4.6875,2.8368,3,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3547304,SANTANA DE PARNAIBA,SP,Sudeste,1,7,7,61.0714,42.5429,47.1714,2.9967,4.7208,2.1091,4.9632,3.3634,4.5714,3.2877,3,42.9%,3.8170,3.6296,20,96,0.7500,3.5938,0.4500,3.0000,0.7000,3.5000,3.2603,4,
2014,79,TECNOLOGIA EM REDES DE COMPUTADORES,322,UNIVERSIDADE PAULISTA,UNIP,Privada sem fins lucrativos,Universidade,3550308,SAO PAULO,SP,Sudeste,5,41,39,58.3103,38.9795,43.8282,2.5293,5.6800,4.2768,5.6138,4.3904,5.4952,4.3950,15,38.5%,-0.2087,2.4481,141,573,0.7518,3.6037,0.4610,3.0733,0.7376,3.6879,3.0207,4,
