Ano,Nome da IES,Sigla da IES,Categ. Administrativa,UF da IES,IGC (Contínuo),IGC (faixa)
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,ES,2.857,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",IFPE,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PE,2.501,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",IFSP,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,SP,2.803,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS",IFG,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,GO,2.53,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS",IFAM,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,AM,2.481,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ",IFPA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PA,2.035,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PI,2.432,3
2014,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PB,3.263,4
2014,UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ,UNOCHAPECÓ,PESSOA JURÍDICA DE DIREITO PRIVADO - SEM FINS LUCRATIVOS - FUNDAÇÃO,SC,2.624,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",IFAL,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,AL,2.304,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SERTÃO PERNAMBUCANO",IF Sertão,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PE,2.354,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA",IFSC,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,SC,2.899,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",IFRJ,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RJ,2.963,4
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",IFMT,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MT,2.521,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",IFTM,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,3.27,4
2014,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,AM,2.529,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",IFS,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,SE,3.05,4
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",IFRR,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RR,2.212,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,2.556,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,2.805,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSEMG,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,2.973,4
2014,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,UERGS,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,RS,3.198,4
2014,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,TO,2.791,3
2014,UNIVERSIDADE DE RIO VERDE,FESURV,PESSOA JURÍDICA DE DIREITO PÚBLICO - MUNICIPAL,GO,2.122,3
2014,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PE,3.171,4
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RS,3.116,4
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MG,2.898,3
2014,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,BA,2.936,3
2014,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MS,3.372,4
2014,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RO,2.6,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,TO,2.64,3
2014,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,SP,4.081,5
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,SC,2.863,3
2014,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,RR,1.983,3
2014,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,AL,2.052,3
2014,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,RS,3.268,4
2014,UNIVERSIDADE DO ESTADO DO AMAPÁ,UEAP,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,AP,2.283,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IFBAIANO,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,BA,2.862,3
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PR,2.19,3
2014,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PR,4.247,5
2014,UNIVERSIDADE ESTADUAL DO NORTE DO PARANÁ,UENP,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,PR,2.783,3
2014,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,PRIVADA SEM FINS LUCRATIVOS,SC,2.399,3
2014,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PA,2.139,3
2014,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,SC,3.458,4
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ACRE",IFAC,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,AC,1.83,2
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",IFMS,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,MS,3.293,4
2014,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",IFAP,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,AP,2.118,3
2014,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,PA,2.174,3
2014,UNIVERSIDADE ESTADUAL DO PARANÁ,UNESPAR,PESSOA JURÍDICA DE DIREITO PÚBLICO - ESTADUAL,PR,2.592,3
2014,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,BA,3.11,4
2014,UNIVERSIDADE FEDERAL DO CARIRI,UFCA,PESSOA JURÍDICA DE DIREITO PÚBLICO - FEDERAL,CE,2.351,3
