"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"08/2019";"26000 - Ministério da Educação";"26412 - Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais";"4.567.727,14";"20.201.718,41";"15.077.814,37";"508.309,87";
"05/2019";"26000 - Ministério da Educação";"26412 - Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais";"6.949.724,94";"20.461.850,58";"20.443.728,94";"3.182.721,41";
"06/2019";"26000 - Ministério da Educação";"26424 - Instituto Federal de Educação, Ciência e Tecnologia do Tocantins";"8.224.418,35";"23.374.760,39";"20.097.588,14";"1.189.367,85";
"04/2019";"26000 - Ministério da Educação";"26424 - Instituto Federal de Educação, Ciência e Tecnologia do Tocantins";"4.420.450,57";"18.097.151,00";"17.298.947,10";"1.183.129,59";
"01/2019";"26000 - Ministério da Educação";"26424 - Instituto Federal de Educação, Ciência e Tecnologia do Tocantins";"99.180.754,25";"15.893.335,55";"5.342.364,86";"17.204.740,80";
"02/2019";"26000 - Ministério da Educação";"26424 - Instituto Federal de Educação, Ciência e Tecnologia do Tocantins";"4.372.224,92";"16.880.752,91";"15.990.524,84";"2.156.707,76";
"05/2019";"26000 - Ministério da Educação";"26424 - Instituto Federal de Educação, Ciência e Tecnologia do Tocantins";"4.245.550,29";"19.681.944,04";"18.178.500,42";"2.645.722,40";
"07/2019";"26000 - Ministério da Educação";"26424 - Instituto Federal de Educação, Ciência e Tecnologia do Tocantins";"71.087.112,64";"18.436.842,83";"22.916.773,58";"556.385,04";
"08/2019";"26000 - Ministério da Educação";"26424 - Instituto Federal de Educação, Ciência e Tecnologia do Tocantins";"5.674.048,71";"18.715.610,27";"13.044.314,97";"730.461,55";
"03/2019";"26000 - Ministério da Educação";"26424 - Instituto Federal de Educação, Ciência e Tecnologia do Tocantins";"791.419,40";"17.066.764,06";"16.736.563,88";"2.362.627,37";
"06/2019";"26000 - Ministério da Educação";"26413 - Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro";"1.011.556,79";"22.098.702,19";"18.169.867,13";"1.143.958,49";
"07/2019";"26000 - Ministério da Educação";"26413 - Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro";"3.524.198,85";"18.392.361,10";"22.075.479,01";"400.275,24";
"05/2019";"26000 - Ministério da Educação";"26413 - Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro";"3.078.439,00";"18.188.737,66";"17.801.332,83";"884.289,46";
"01/2019";"26000 - Ministério da Educação";"26413 - Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro";"194.790.801,14";"16.221.156,91";"5.093.721,30";"19.577.449,39";
"03/2019";"26000 - Ministério da Educação";"26413 - Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro";"1.413.069,55";"17.437.171,83";"16.783.763,33";"2.277.003,97";
"08/2019";"26000 - Ministério da Educação";"26413 - Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro";"768.897,99";"15.908.833,20";"13.351.975,49";"350.016,51";
"04/2019";"26000 - Ministério da Educação";"26413 - Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro";"2.975.279,79";"17.511.109,66";"17.559.210,50";"1.479.745,57";
"02/2019";"26000 - Ministério da Educação";"26413 - Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro";"2.083.961,17";"16.773.060,87";"16.230.432,07";"3.027.400,86";
"02/2019";"26000 - Ministério da Educação";"26420 - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha";"3.283.491,13";"19.725.199,10";"19.606.242,20";"2.482.135,67";
"08/2019";"26000 - Ministério da Educação";"26420 - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha";"19.094.434,15";"22.791.037,17";"16.216.816,75";"577.322,01";
"01/2019";"26000 - Ministério da Educação";"26420 - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha";"136.186.777,57";"19.758.369,41";"6.135.674,90";"21.154.090,94";
"07/2019";"26000 - Ministério da Educação";"26420 - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha";"57.813.571,17";"22.784.958,19";"26.893.006,00";"451.657,20";
"03/2019";"26000 - Ministério da Educação";"26420 - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha";"3.257.623,82";"21.178.662,37";"20.059.530,98";"2.837.269,36";
"04/2019";"26000 - Ministério da Educação";"26420 - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha";"8.531.348,41";"23.024.662,90";"21.483.344,11";"1.551.789,71";
"05/2019";"26000 - Ministério da Educação";"26420 - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha";"3.731.596,23";"23.229.844,90";"23.143.014,29";"1.760.733,63";
"06/2019";"26000 - Ministério da Educação";"26420 - Instituto Federal de Educação, Ciência e Tecnologia Farroupilha";"25.251.595,62";"26.732.284,61";"23.018.386,77";"1.057.039,80";
"01/2019";"26000 - Ministério da Educação";"26434 - Instituto Federal de Educação, Ciência e Tecnologia Fluminense";"292.094.052,20";"28.204.373,47";"8.483.181,53";"32.866.720,36";
"08/2019";"26000 - Ministério da Educação";"26434 - Instituto Federal de Educação, Ciência e Tecnologia Fluminense";"4.299.272,70";"31.440.035,11";"22.652.602,80";"1.238.586,04";
"03/2019";"26000 - Ministério da Educação";"26434 - Instituto Federal de Educação, Ciência e Tecnologia Fluminense";"3.108.294,70";"29.976.097,08";"29.232.956,55";"3.463.587,09";
"06/2019";"26000 - Ministério da Educação";"26434 - Instituto Federal de Educação, Ciência e Tecnologia Fluminense";"32.712.324,18";"36.357.364,27";"31.049.692,65";"1.415.961,06";
"05/2019";"26000 - Ministério da Educação";"26434 - Instituto Federal de Educação, Ciência e Tecnologia Fluminense";"3.674.295,28";"31.475.782,36";"32.111.784,60";"2.000.677,49";
"02/2019";"26000 - Ministério da Educação";"26434 - Instituto Federal de Educação, Ciência e Tecnologia Fluminense";"19.272.015,08";"30.350.715,52";"28.359.261,13";"2.213.221,83";
"07/2019";"26000 - Ministério da Educação";"26434 - Instituto Federal de Educação, Ciência e Tecnologia Fluminense";"5.051.546,06";"31.334.946,28";"37.084.906,13";"1.868.751,91";
"04/2019";"26000 - Ministério da Educação";"26434 - Instituto Federal de Educação, Ciência e Tecnologia Fluminense";"8.663.087,80";"32.187.377,38";"30.491.569,36";"2.075.046,81";
"05/2019";"26000 - Ministério da Educação";"26407 - Instituto Federal de Educação, Ciência e Tecnologia Goiano";"3.955.212,91";"25.046.881,70";"23.487.118,29";"3.005.039,86";
"01/2019";"26000 - Ministério da Educação";"26407 - Instituto Federal de Educação, Ciência e Tecnologia Goiano";"251.857.199,78";"20.799.114,53";"7.201.464,76";"22.878.811,75";
"04/2019";"26000 - Ministério da Educação";"26407 - Instituto Federal de Educação, Ciência e Tecnologia Goiano";"8.170.455,47";"23.313.404,08";"23.137.872,27";"2.549.187,54";
"03/2019";"26000 - Ministério da Educação";"26407 - Instituto Federal de Educação, Ciência e Tecnologia Goiano";"2.416.939,76";"22.629.308,08";"22.569.883,81";"2.911.467,77";
"02/2019";"26000 - Ministério da Educação";"26407 - Instituto Federal de Educação, Ciência e Tecnologia Goiano";"4.144.918,70";"22.296.143,93";"20.628.689,78";"2.467.025,14";
"08/2019";"26000 - Ministério da Educação";"26407 - Instituto Federal de Educação, Ciência e Tecnologia Goiano";"4.296.671,47";"23.644.107,98";"17.307.894,38";"2.317.106,17";
"06/2019";"26000 - Ministério da Educação";"26407 - Instituto Federal de Educação, Ciência e Tecnologia Goiano";"3.336.771,18";"27.589.850,17";"24.198.849,32";"1.375.446,39";
"07/2019";"26000 - Ministério da Educação";"26407 - Instituto Federal de Educação, Ciência e Tecnologia Goiano";"3.879.195,90";"23.876.922,85";"27.776.812,88";"2.486.794,13";
"06/2019";"26000 - Ministério da Educação";"26436 - Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense";"7.436.188,22";"40.066.808,74";"33.364.721,73";"750.312,64";
"05/2019";"26000 - Ministério da Educação";"26436 - Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense";"3.058.269,37";"33.377.842,29";"33.767.007,19";"2.854.710,91";
"08/2019";"26000 - Ministério da Educação";"26436 - Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense";"2.279.835,95";"33.903.233,43";"24.150.280,26";"291.525,12";
"02/2019";"26000 - Ministério da Educação";"26436 - Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense";"5.027.313,99";"31.049.665,37";"31.266.524,71";"8.499.304,37";
"03/2019";"26000 - Ministério da Educação";"26436 - Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense";"266.468.316,40";"33.782.525,76";"32.111.393,19";"2.593.007,31";
"01/2019";"26000 - Ministério da Educação";"26436 - Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense";"66.402.294,82";"31.521.479,13";"9.776.508,37";"33.478.571,81";
"07/2019";"26000 - Ministério da Educação";"26436 - Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense";"3.839.213,58";"33.675.649,71";"39.915.080,59";"568.700,11";
"04/2019";"26000 - Ministério da Educação";"26436 - Instituto Federal de Educação, Ciência e Tecnologia Sul-rio-grandense";"40.748.116,45";"33.873.643,73";"33.591.682,09";"2.626.226,40";
"03/2019";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"3.415.128,29";"27.977.146,60";"26.323.680,18";"4.494.823,68";
"05/2019";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"4.940.657,01";"31.075.895,99";"29.155.061,07";"7.405.456,53";
"07/2019";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"3.860.037,93";"31.060.995,97";"39.638.940,56";"4.496.909,79";
"06/2019";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"11.920.701,93";"40.306.985,95";"32.175.573,26";"2.897.129,83";
"04/2019";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"7.425.809,37";"29.099.772,51";"27.767.501,55";"4.820.959,31";
"01/2019";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"28.869.691,33";"25.633.714,56";"8.237.152,44";"26.496.092,67";
"02/2019";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"285.951.969,81";"26.503.517,27";"25.686.656,68";"3.719.592,05";
"08/2019";"26000 - Ministério da Educação";"26432 - Instituto Federal do Paraná";"6.111.864,29";"31.255.906,85";"22.554.411,87";"4.200.617,07";
"04/2019";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"80.061.191,47";"24.980.101,68";"24.837.609,13";"9.683.161,89";
"01/2019";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"189.202.659,23";"8.294.045,51";"2.673.749,89";"21.206.313,07";
"03/2019";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"2.117.907,86";"21.479.332,05";"21.410.318,01";"7.921.455,46";
"02/2019";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"21.239.248,93";"15.882.184,89";"16.961.674,83";"93.842.316,16";
"07/2019";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"456.957.284,88";"26.579.029,16";"28.532.446,74";"37.194.146,52";
"08/2019";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"241.098.893,81";"60.927.017,18";"58.175.206,46";"1.244.049,39";
"05/2019";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"85.748.819,46";"24.039.450,09";"24.378.626,45";"10.157.907,18";
"06/2019";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"69.126.029,75";"23.741.686,87";"21.907.852,27";"9.722.821,35";
"08/2019";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"58.332.335,31";"55.622.860,61";"54.593.201,47";"2.679.493,39";
"07/2019";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"- 36.348.216,60";"61.776.772,86";"79.391.411,69";"1.390.333,42";
"04/2019";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"70.354.403,30";"61.975.541,02";"61.487.560,96";"4.620.357,62";
"03/2019";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"1.177.844,04";"54.236.702,62";"64.301.037,07";"11.259.905,26";
"06/2019";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"41.415.496,05";"85.656.824,72";"68.018.072,19";"1.684.268,86";
"05/2019";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"84.783.576,77";"83.093.063,89";"83.158.604,29";"2.820.872,69";
"01/2019";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"575.388.853,57";"44.796.085,34";"9.132.493,16";"55.899.832,00";
"02/2019";"26000 - Ministério da Educação";"26000 - Ministério da Educação - Unidades com vínculo direto";"44.553.595,96";"60.993.379,55";"51.254.336,11";"5.990.707,73";
"02/2019";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"10.372.805,68";"9.822.614,74";"8.990.650,59";"1.792.861,47";
"05/2019";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"788.320,80";"11.174.158,32";"11.391.955,16";"1.172.323,89";
"03/2019";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"9.759.107,61";"10.089.543,61";"9.949.740,57";"1.339.883,41";
"06/2019";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"11.137.001,10";"13.539.648,37";"10.998.429,68";"430.749,46";
"08/2019";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"16.496.089,88";"11.492.929,99";"9.222.348,32";"501.832,66";
"04/2019";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"34.571.575,57";"12.486.859,18";"11.308.051,05";"788.241,77";
"07/2019";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"4.238.124,69";"10.888.005,93";"13.367.896,71";"448.930,63";
"01/2019";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"10.336.032,07";"8.930.459,25";"2.304.641,00";"6.459.897,78";
"02/2019";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"36.158.007,21";"150.316.223,78";"152.340.708,99";"13.006.087,57";
"05/2019";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"44.273.989,81";"163.753.031,27";"161.119.342,84";"5.260.714,18";
"03/2019";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"27.932.304,21";"143.082.155,55";"141.703.933,70";"10.179.731,65";
"01/2019";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"1.508.806.563,76";"137.833.862,02";"40.550.203,66";"121.601.957,08";
"07/2019";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"33.676.923,87";"156.982.798,49";"183.594.405,03";"2.188.542,34";
"04/2019";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"49.066.968,17";"156.436.344,73";"148.947.298,08";"6.686.263,88";
"08/2019";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"34.816.574,54";"156.901.189,17";"125.013.643,47";"5.307.224,60";
"06/2019";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"34.206.744,05";"180.346.412,36";"154.910.650,62";"3.828.285,52";
"08/2019";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"6.292.086,31";"19.427.008,11";"14.257.985,71";"2.810.173,75";
"03/2019";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"4.663.008,48";"18.404.820,85";"17.583.694,72";"3.622.977,45";
"07/2019";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"14.622.350,72";"20.077.163,88";"25.067.488,03";"2.908.296,75";
"01/2019";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"99.471.344,51";"17.755.569,97";"5.652.090,07";"14.847.610,81";
"05/2019";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"5.602.796,70";"19.588.142,72";"19.302.580,50";"3.481.140,17";
"04/2019";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"5.681.274,92";"19.240.594,61";"18.565.270,06";"2.876.495,64";
"02/2019";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"2.920.173,19";"17.731.371,00";"18.022.957,06";"3.770.387,54";
"06/2019";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"69.451.477,43";"25.288.170,21";"19.785.472,04";"3.087.279,47";
"08/2019";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"5.383.307,31";"11.978.763,05";"9.103.034,01";"720.565,70";
"01/2019";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"77.891.006,75";"11.791.720,33";"3.733.842,59";"9.139.222,92";
"07/2019";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"26.456.205,31";"12.265.465,40";"14.791.448,96";"842.619,68";
"03/2019";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"2.027.196,87";"11.634.795,95";"11.772.454,33";"378.882,35";
"02/2019";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"3.454.447,03";"11.549.351,25";"11.041.917,24";"836.505,21";
"04/2019";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"5.068.452,10";"12.332.564,06";"12.115.654,61";"1.633.590,60";
"06/2019";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"6.543.052,32";"14.947.302,22";"12.427.297,23";"1.225.946,46";
"05/2019";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"1.720.630,15";"12.227.549,46";"11.982.758,87";"1.715.277,12";
"05/2019";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"84.765.625,63";"144.455.457,63";"142.972.509,69";"1.816.385,75";
"03/2019";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"52.372.776,08";"133.301.759,04";"137.617.432,74";"3.569.481,89";
"01/2019";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"1.022.867.472,10";"133.067.949,15";"37.585.312,34";"142.878.627,44";
"04/2019";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"111.372.821,27";"144.040.510,81";"137.731.891,31";"1.450.260,68";
"07/2019";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"28.169.997,33";"142.509.647,59";"169.542.706,07";"1.613.616,10";
"08/2019";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"189.848.440,60";"129.713.221,91";"105.215.697,78";"1.950.424,64";
"02/2019";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"8.223.770,60";"138.302.156,25";"132.250.124,50";"7.006.613,40";
"06/2019";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"32.026.696,79";"167.602.090,22";"141.462.937,55";"3.950.659,10";
"03/2019";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"3.262.928,70";"71.529.319,13";"75.224.117,29";"7.832.935,88";
"02/2019";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"16.772.066,06";"80.017.149,86";"70.373.228,85";"5.718.043,54";
"06/2019";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"8.374.955,70";"93.727.085,55";"78.293.073,08";"2.162.368,60";
"01/2019";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"847.255.464,74";"68.032.928,96";"20.637.626,83";"65.005.894,45";
"04/2019";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"34.570.687,57";"81.789.576,85";"76.421.946,20";"2.197.814,61";
"05/2019";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"4.773.514,05";"79.523.885,84";"80.308.645,51";"3.473.261,82";
"08/2019";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"11.559.129,19";"69.114.846,46";"57.024.228,65";"4.736.412,71";
"07/2019";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"9.110.530,74";"73.887.325,84";"93.527.033,80";"1.641.950,39";
"01/2019";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"195.818.838,79";"17.260.890,50";"5.213.549,38";"15.412.092,49";
"08/2019";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"1.917.132,75";"17.621.271,15";"14.267.843,80";"607.006,54";
"04/2019";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"4.466.734,52";"17.761.996,15";"17.251.396,27";"1.049.587,44";
"03/2019";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"3.272.513,50";"17.897.405,39";"16.678.920,84";"889.342,61";
"02/2019";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"1.435.646,28";"16.013.364,32";"16.973.748,73";"1.760.777,20";
"05/2019";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"2.260.452,57";"18.002.604,94";"17.602.941,82";"1.915.764,09";
"07/2019";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"2.507.582,00";"19.217.460,11";"19.891.827,01";"498.514,24";
"06/2019";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"2.752.897,26";"19.847.571,07";"18.348.500,81";"614.856,44";
"03/2019";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"6.142.746,67";"53.383.616,87";"52.626.967,41";"10.126.454,75";
"02/2019";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"5.742.237,57";"52.269.902,56";"52.409.597,75";"7.420.726,61";
"05/2019";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"4.043.575,18";"58.959.809,53";"57.593.594,90";"5.033.224,76";
"08/2019";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"13.860.861,73";"54.205.387,33";"42.520.741,55";"1.958.378,63";
"07/2019";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"14.006.903,80";"58.094.024,49";"66.718.405,65";"2.732.836,91";
"06/2019";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"3.908.933,67";"65.999.132,56";"57.382.487,08";"5.606.061,01";
"04/2019";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"9.345.093,26";"56.656.724,85";"54.369.017,86";"6.405.692,23";
"01/2019";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"672.761.638,63";"51.822.928,28";"15.505.173,78";"62.619.939,43";
"05/2019";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"39.193.975,09";"116.450.461,31";"117.770.841,55";"9.390.267,76";
"01/2019";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"1.119.141.896,24";"104.492.511,93";"29.178.817,69";"102.404.028,97";
"08/2019";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"17.076.206,49";"115.551.906,51";"87.121.042,79";"4.710.184,93";
"06/2019";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"102.928.316,99";"147.894.955,13";"109.571.319,51";"7.584.347,24";
"04/2019";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"33.617.502,69";"120.398.274,46";"112.204.191,72";"5.498.603,08";
"02/2019";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"37.176.808,93";"110.328.616,22";"109.741.809,45";"15.664.576,07";
"07/2019";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"37.625.573,42";"120.814.471,81";"163.576.179,99";"6.400.427,62";
"03/2019";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"5.364.111,33";"113.061.966,38";"110.805.605,11";"15.380.010,09";
"08/2019";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"1.792.625,84";"17.200.095,52";"12.792.609,65";"1.079.721,31";
"04/2019";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"3.147.519,73";"16.120.302,46";"15.843.540,80";"1.666.101,38";
"01/2019";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"150.266.960,62";"15.923.846,15";"4.827.793,25";"15.910.128,49";
"05/2019";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"7.277.989,58";"16.406.557,86";"15.997.924,30";"2.868.532,21";
"03/2019";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"2.310.592,62";"15.807.495,64";"15.724.040,18";"6.800.648,75";
"02/2019";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"1.053.846,50";"15.579.077,28";"15.615.662,70";"2.384.662,45";
"07/2019";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"19.430.438,39";"17.258.058,95";"21.661.633,35";"1.106.339,73";
"06/2019";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"3.269.249,07";"21.649.526,05";"16.492.258,16";"1.852.117,51";
"05/2019";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"36.924.050,57";"67.562.674,36";"66.842.524,51";"16.573.875,23";
"02/2019";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"2.436.558,82";"60.976.201,75";"63.413.902,60";"15.688.186,93";
"06/2019";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"15.122.759,10";"94.563.554,88";"73.902.760,43";"14.502.051,21";
"03/2019";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"- 66.874.852,76";"61.782.181,18";"58.661.013,55";"8.783.550,71";
"07/2019";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"16.446.404,62";"74.432.687,45";"92.453.298,59";"12.620.901,26";
"01/2019";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"782.928.901,02";"63.620.925,95";"17.658.682,22";"62.103.188,25";
"04/2019";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"87.569.756,58";"72.215.225,68";"74.449.278,29";"12.896.774,46";
"08/2019";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"8.158.143,06";"13.895.770,82";"53.465.648,11";"4.632.617,58";
"01/2019";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"250.181.591,34";"26.828.138,29";"7.837.611,63";"29.014.187,23";
"02/2019";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"2.891.817,02";"26.473.327,26";"27.129.853,23";"5.499.113,58";
"06/2019";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"6.570.857,15";"36.763.435,92";"29.137.575,17";"7.013.154,91";
"04/2019";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"5.591.415,22";"29.187.628,80";"28.430.397,86";"6.334.483,54";
